xbd_uid,disaster,disaster_type,peril,xbd_tier,event_split,best_utm,N_intact,N_minor,N_major,N_destroyed,N_unclassified,N_total,xbd_date_pre,xbd_date_post,xbd_catalog_id_pre,xbd_catalog_id_post,xbd_sensor_pre,xbd_sensor_post,xbd_perc_nan_pre,xbd_perc_nan_post,s2_mgrs_tile,s2_date_pre,s2_date_post,s2_cs_pre,s2_cs_post,s1_date_pre,s1_date_post,s1_orbit_pre,s1_orbit_post,s1_direction_pre,s1_direction_post,s1_ids_pre,s1_ids_post
hurricane-matthew_00000146,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,0,0,3,1,4,2013-01-05,2016-10-09,103001001E34CB00,103001005E6EF000,WORLDVIEW02,WORLDVIEW02,0.0,0.0,18QXF,2016-06-11,2016-10-09,0.8008985356191074,0.7614557231675882,2016-03-16,2016-10-10,4,142,ASCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161010T104641_20161010T104706_002443_0041FA_6728
hurricane-matthew_00000147,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,0,1,2,1,4,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.2324028015136718,0.0,18QWF,2015-12-24,2016-10-09,0.876704976139571,0.6984150684425919,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000148,hurricane-matthew,wind,storm,hold,test,EPSG:32618,169,18,0,0,14,201,2013-01-05,2016-10-01,103001001E34CB00,103001005E8D5E00,WORLDVIEW02,WORLDVIEW02,0.4228343963623047,0.4149560928344726,18QXF,2015-12-24,2016-10-09,0.8254006314555878,0.7782218891040067,2015-05-09,2016-10-10,4,142,ASCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161010T104641_20161010T104706_002443_0041FA_6728
hurricane-matthew_00000149,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,2,3,17,2,24,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.2820005416870117,0.0,18QWF,2015-12-24,2016-10-09,0.9035702879078895,0.7467705966339475,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000150,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,8,6,12,16,42,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.8809496516944108,0.7151748170838194,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000151,hurricane-matthew,wind,storm,hold,test,EPSG:32618,1,5,1,13,1,21,2013-01-05,2016-10-09,103001001E34CB00,103001005E6EF000,WORLDVIEW02,WORLDVIEW02,0.0,0.0,18QXF,2016-06-11,2016-10-09,0.8162101646444989,0.7562460871543757,2016-03-16,2016-10-10,4,142,ASCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161010T104641_20161010T104706_002443_0041FA_6728
hurricane-matthew_00000152,hurricane-matthew,wind,storm,train,test,EPSG:32618,2,462,1,0,56,521,2013-01-05,2016-10-01,103001001E34CB00,103001005E8D5E00,WORLDVIEW02,WORLDVIEW02,0.4296178817749023,0.4217386245727539,18QXF,2015-12-24,2016-10-09,0.8175251887587456,0.7742714954308191,2015-05-09,2016-10-10,4,142,ASCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161010T104641_20161010T104706_002443_0041FA_6728
hurricane-matthew_00000153,hurricane-matthew,wind,storm,train,test,EPSG:32618,2,7,6,23,3,41,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9093071038423479,0.768722132826454,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000154,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,3,2,8,0,13,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.8854857784744161,0.7498081395633508,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000155,hurricane-matthew,wind,storm,train,test,EPSG:32618,1,0,0,13,0,14,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.2114486694335937,0.0,18QWF,2016-06-11,2016-10-09,0.8744509184827701,0.6729801886959836,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000156,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,188,285,148,20,641,2013-01-05,2016-10-09,103001001E34CB00,103001005E6EF000,WORLDVIEW02,WORLDVIEW02,0.0,0.0,18QXF,2016-06-11,2016-10-09,0.8247551287969423,0.7734383976342272,2016-03-16,2016-10-10,4,142,ASCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161010T104641_20161010T104706_002443_0041FA_6728
hurricane-matthew_00000157,hurricane-matthew,wind,storm,hold,test,EPSG:32618,2,2,2,15,2,23,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9034122639148041,0.786418075241296,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000158,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,94,441,0,0,535,2013-01-05,2016-10-01,103001001E34CB00,103001005E8D5E00,WORLDVIEW02,WORLDVIEW02,0.4364452362060547,0.4285659790039062,18QXF,2016-06-11,2016-10-09,0.8155997343133623,0.7723156208721335,2016-03-16,2016-10-10,4,142,ASCENDING,DESCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161010T104641_20161010T104706_002443_0041FA_6728
hurricane-matthew_00000159,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,11,27,7,2,47,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.8916713726600997,0.775190720227039,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000160,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,0,5,16,5,26,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9060717654713534,0.7896352051162511,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000161,hurricane-matthew,wind,storm,hold,test,EPSG:32618,0,5,7,12,1,25,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9000040389572918,0.7935889678268216,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000162,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,5,23,4,32,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2016-06-11,2016-10-09,0.8665050206671847,0.10602101092317512,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000163,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,0,0,5,0,5,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.903741562127107,0.7748863314232042,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000164,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,6,4,7,9,26,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.89877115075849,0.7787517637327651,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000165,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,0,0,7,0,7,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2016-06-11,2016-10-09,0.8606636375998147,0.3973230247752227,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000166,hurricane-matthew,wind,storm,train,test,EPSG:32618,2,3,0,12,1,18,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9124735444401543,0.8035733699664864,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000167,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,1,15,9,25,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.904540705892369,0.7721298968145935,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000168,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,3,1,5,2,11,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.1783885955810547,0.0,18QWF,2016-06-11,2016-10-09,0.8782728719100843,0.7034633546914975,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000169,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,0,0,0,0,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2016-06-11,2016-10-09,0.8603911051710333,0.6500773657706188,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000170,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,1,1,22,0,24,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9143001449253072,0.7838564157245206,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000171,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,1,7,23,0,31,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9149650122822218,0.7683959731376009,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000172,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,0,3,0,3,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.2931137084960937,0.0,18QWF,2015-12-24,2016-10-09,0.890120551139082,0.7559645821969729,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000173,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,3,6,0,9,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2016-06-11,2016-10-09,0.878783014665478,0.7185564257433061,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000174,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,2,3,24,0,29,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9277889434071286,0.7776942725935396,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000175,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,5,3,24,0,32,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9215833860426145,0.7537859467767424,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000176,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,4,3,12,1,20,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.8984473518258342,0.7651171184185033,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000177,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,0,0,5,0,5,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9318645376777399,0.7768594072663191,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000178,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,3,3,13,5,24,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2016-06-11,2016-10-09,0.8821024976224553,0.7405062442893375,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000179,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,1,11,0,12,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9291561579144126,0.708890639138932,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000180,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,4,7,2,13,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9007562768125192,0.7799630231123899,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000181,hurricane-matthew,wind,storm,train,test,EPSG:32618,2,1,2,13,1,19,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9342391096858205,0.7755866769772445,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000182,hurricane-matthew,wind,storm,train,test,EPSG:32618,3,1,10,12,0,26,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2016-06-11,2016-10-09,0.8832291804729765,0.754461890370057,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000183,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,1,1,1,2,5,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9352688546310117,0.7628670092456309,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000184,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,6,7,23,1,37,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.904592840570713,0.7903732046927351,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000185,hurricane-matthew,wind,storm,train,test,EPSG:32618,13,10,10,7,9,49,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9430485411700159,0.7675046689796257,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000186,hurricane-matthew,wind,storm,train,test,EPSG:32618,2,7,9,16,2,36,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2016-06-11,2016-10-09,0.8850561835155459,0.7664073504756798,2016-03-16,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20160316T230054_20160316T230123_010401_00F6A2_8EA6,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000187,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,0,0,0,0,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.935060749603248,0.737608025889731,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000188,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,5,0,2,0,7,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9336372949765491,0.736876517024837,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000189,hurricane-matthew,wind,storm,test,test,EPSG:32618,0,3,4,18,2,27,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9110987582436803,0.8020485903087601,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000190,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,4,0,5,1,10,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.8942073502890754,0.7499541093032887,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000191,hurricane-matthew,wind,storm,hold,test,EPSG:32618,0,3,1,7,0,11,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.3473148345947265,0.0,18QWF,2015-12-24,2016-10-09,0.859409099197639,0.7601342939641674,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000192,hurricane-matthew,wind,storm,train,test,EPSG:32618,0,0,0,6,1,7,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9413547038600817,0.7317804214496813,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000193,hurricane-matthew,wind,storm,train,test,EPSG:32618,1,0,0,0,2,3,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9526464623024714,0.7406472589115232,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000194,hurricane-matthew,wind,storm,hold,test,EPSG:32618,0,2,3,14,0,19,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9161117650177967,0.7958866194481329,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
hurricane-matthew_00000195,hurricane-matthew,wind,storm,train,test,EPSG:32618,3,3,0,4,3,13,2013-06-09,2016-10-10,103001002468D900,104001002437EF00,WORLDVIEW02,WORLDVIEW03_VNIR,0.0,0.0,18QWF,2015-12-24,2016-10-09,0.9454846756416186,0.7179515623772115,2015-05-09,2016-10-17,4,77,ASCENDING,ASCENDING,S1A_IW_GRDH_1SDV_20150509T230056_20150509T230125_005851_00787C_0177,S1B_IW_GRDH_1SDV_20161017T230836_20161017T230905_002553_0044FC_A3A3
